tick,S,K,C,r,T,true_iv,true_delta,true_vega,true_gamma,is_liquid
129,100.000000,136.780194,0.001174,0.050000,0.134815,0.250000,0.000496,0.064777,0.000192,0
130,100.000000,136.780194,0.002934,0.050000,0.154277,0.250000,0.001099,0.144272,0.000374,0
131,100.000000,136.780194,0.006672,0.050000,0.176550,0.250000,0.002220,0.292851,0.000663,0
132,100.000000,136.780194,0.013965,0.050000,0.202037,0.250000,0.004131,0.548125,0.001085,0
133,100.000000,136.780194,0.027173,0.050000,0.231204,0.250000,0.007158,0.955665,0.001653,0
134,100.000000,136.780194,0.049597,0.050000,0.264582,0.250000,0.011651,1.565988,0.002367,0
135,100.000000,136.780194,0.085570,0.050000,0.302779,0.250000,0.017954,2.430527,0.003211,0
136,100.000000,136.780194,0.140497,0.050000,0.346489,0.250000,0.026370,3.597373,0.004153,0
137,100.000000,136.780194,0.220829,0.050000,0.396510,0.250000,0.037136,5.107533,0.005152,0
138,100.000000,136.780194,0.333985,0.050000,0.453753,0.250000,0.050406,6.992250,0.006164,0
139,100.000000,136.780194,0.488246,0.050000,0.519259,0.250000,0.066240,9.271576,0.007142,0
140,100.000000,136.780194,0.692637,0.050000,0.594222,0.250000,0.084612,11.954170,0.008047,0
141,100.000000,136.780194,0.956817,0.050000,0.680006,0.250000,0.105420,15.038039,0.008846,0
142,100.000000,136.780194,1.290987,0.050000,0.778176,0.250000,0.128501,18.511896,0.009516,0
143,100.000000,136.780194,1.705836,0.050000,0.890517,0.250000,0.153649,22.356768,0.010042,0
144,100.000000,136.780194,2.212505,0.050000,1.019077,0.250000,0.180634,26.547576,0.010420,0
145,100.000000,136.780194,2.822590,0.050000,1.166196,0.250000,0.209214,31.054468,0.010652,0
146,100.000000,136.780194,3.548160,0.050000,1.334554,0.250000,0.239153,35.843765,0.010743,0
147,100.000000,136.780194,4.401791,0.050000,1.527217,0.250000,0.270226,40.878465,0.010707,0
148,100.000000,136.780194,5.396607,0.050000,1.747694,0.250000,0.302223,46.118296,0.010555,0
149,100.000000,136.780194,6.546300,0.050000,2.000000,0.250000,0.334960,51.519337,0.010304,0
150,100.000000,133.922593,0.000000,0.050000,0.002700,0.250000,0.000000,0.000000,0.000000,0
151,100.000000,133.922593,0.000000,0.050000,0.003090,0.250000,0.000000,0.000000,0.000000,0
152,100.000000,133.922593,0.000000,0.050000,0.003536,0.250000,0.000000,0.000000,0.000000,0
153,100.000000,133.922593,0.000000,0.050000,0.004046,0.250000,0.000000,0.000000,0.000000,0
154,100.000000,133.922593,0.000000,0.050000,0.004630,0.250000,0.000000,0.000000,0.000000,0
155,100.000000,133.922593,0.000000,0.050000,0.005299,0.250000,0.000000,0.000000,0.000000,0
156,100.000000,133.922593,0.000000,0.050000,0.006064,0.250000,0.000000,0.000000,0.000000,0
157,100.000000,133.922593,0.000000,0.050000,0.006939,0.250000,0.000000,0.000000,0.000000,0
158,100.000000,133.922593,0.000000,0.050000,0.007941,0.250000,0.000000,0.000000,0.000000,0
159,100.000000,133.922593,0.000000,0.050000,0.009088,0.250000,0.000000,0.000000,0.000000,0
160,100.000000,133.922593,0.000000,0.050000,0.010399,0.250000,0.000000,0.000000,0.000000,0
161,100.000000,133.922593,0.000000,0.050000,0.011901,0.250000,0.000000,0.000000,0.000000,0
162,100.000000,133.922593,0.000000,0.050000,0.013619,0.250000,0.000000,0.000000,0.000000,0
163,100.000000,133.922593,0.000000,0.050000,0.015585,0.250000,0.000000,0.000000,0.000000,0
164,100.000000,133.922593,0.000000,0.050000,0.017835,0.250000,0.000000,0.000000,0.000000,0
165,100.000000,133.922593,0.000000,0.050000,0.020410,0.250000,0.000000,0.000000,0.000000,0
166,100.000000,133.922593,0.000000,0.050000,0.023356,0.250000,0.000000,0.000000,0.000000,0
167,100.000000,133.922593,0.000000,0.050000,0.026728,0.250000,0.000000,0.000000,0.000000,0
168,100.000000,133.922593,0.000000,0.050000,0.030586,0.250000,0.000000,0.000000,0.000000,0
169,100.000000,133.922593,0.000000,0.050000,0.035002,0.250000,0.000000,0.000000,0.000000,0
170,100.000000,133.922593,0.000000,0.050000,0.040055,0.250000,0.000000,0.000000,0.000000,0
171,100.000000,133.922593,0.000000,0.050000,0.045837,0.250000,0.000000,0.000004,0.000000,0
172,100.000000,133.922593,0.000000,0.050000,0.052455,0.250000,0.000000,0.000030,0.000000,0
173,100.000000,133.922593,0.000002,0.050000,0.060027,0.250000,0.000001,0.000164,0.000001,0
174,100.000000,133.922593,0.000008,0.050000,0.068693,0.250000,0.000006,0.000737,0.000004,0
175,100.000000,133.922593,0.000035,0.050000,0.078610,0.250000,0.000023,0.002760,0.000014,0
176,100.000000,133.922593,0.000127,0.050000,0.089959,0.250000,0.000073,0.008824,0.000039,0
177,100.000000,133.922593,0.000397,0.050000,0.102946,0.250000,0.000202,0.024567,0.000095,0
178,100.000000,133.922593,0.001100,0.050000,0.117808,0.250000,0.000497,0.060609,0.000206,0
179,100.000000,133.922593,0.002740,0.050000,0.134815,0.250000,0.001097,0.134539,0.000399,0
180,100.000000,133.922593,0.006209,0.050000,0.154277,0.250000,0.002207,0.272310,0.000706,0
181,100.000000,133.922593,0.012958,0.050000,0.176550,0.250000,0.004096,0.508419,0.001152,0
182,100.000000,133.922593,0.025149,0.050000,0.202037,0.250000,0.007078,0.884562,0.001751,0
183,100.000000,133.922593,0.045795,0.050000,0.231204,0.250000,0.011495,1.446872,0.002503,0
184,100.000000,133.922593,0.078845,0.050000,0.264582,0.250000,0.017678,2.242259,0.003390,0
185,100.000000,133.922593,0.129210,0.050000,0.302779,0.250000,0.025918,3.314569,0.004379,0
186,100.000000,133.922593,0.202742,0.050000,0.346489,0.250000,0.036441,4.701236,0.005427,0
187,100.000000,133.922593,0.306153,0.050000,0.396510,0.250000,0.049388,6.430899,0.006487,0
188,100.000000,133.922593,0.446924,0.050000,0.453753,0.250000,0.064816,8.522181,0.007513,0
189,100.000000,133.922593,0.633194,0.050000,0.519259,0.250000,0.082691,10.983551,0.008461,0
190,100.000000,133.922593,0.873659,0.050000,0.594222,0.250000,0.102910,13.814061,0.009299,0
191,100.000000,133.922593,1.177495,0.050000,0.680006,0.250000,0.125310,17.004613,0.010003,0
192,100.000000,133.922593,1.554307,0.050000,0.778176,0.250000,0.149689,20.539468,0.010558,0
193,100.000000,133.922593,2.014105,0.050000,0.890517,0.250000,0.175820,24.397718,0.010959,0
194,100.000000,133.922593,2.567308,0.050000,1.019077,0.250000,0.203469,28.554530,0.011208,0
195,100.000000,133.922593,3.224778,0.050000,1.166196,0.250000,0.232406,32.982055,0.011313,0
196,100.000000,133.922593,3.997853,0.050000,1.334554,0.250000,0.262413,37.649925,0.011285,0
197,100.000000,133.922593,4.898404,0.050000,1.527217,0.250000,0.293292,42.525349,0.011138,0
198,100.000000,133.922593,5.938878,0.050000,1.747694,0.250000,0.324866,47.572815,0.010888,0
199,100.000000,133.922593,7.132324,0.050000,2.000000,0.250000,0.356981,52.753447,0.010551,0
200,100.000000,131.199160,0.000000,0.050000,0.002700,0.250000,0.000000,0.000000,0.000000,0
201,100.000000,131.199160,0.000000,0.050000,0.003090,0.250000,0.000000,0.000000,0.000000,0
202,100.000000,131.199160,0.000000,0.050000,0.003536,0.250000,0.000000,0.000000,0.000000,0
203,100.000000,131.199160,0.000000,0.050000,0.004046,0.250000,0.000000,0.000000,0.000000,0
204,100.000000,131.199160,0.000000,0.050000,0.004630,0.250000,0.000000,0.000000,0.000000,0
205,100.000000,131.199160,0.000000,0.050000,0.005299,0.250000,0.000000,0.000000,0.000000,0
206,100.000000,131.199160,0.000000,0.050000,0.006064,0.250000,0.000000,0.000000,0.000000,0
207,100.000000,131.199160,0.000000,0.050000,0.006939,0.250000,0.000000,0.000000,0.000000,0
208,100.000000,131.199160,0.000000,0.050000,0.007941,0.250000,0.000000,0.000000,0.000000,0
209,100.000000,131.199160,0.000000,0.050000,0.009088,0.250000,0.000000,0.000000,0.000000,0
210,100.000000,131.199160,0.000000,0.050000,0.010399,0.250000,0.000000,0.000000,0.000000,0
211,100.000000,131.199160,0.000000,0.050000,0.011901,0.250000,0.000000,0.000000,0.000000,0
212,100.000000,131.199160,0.000000,0.050000,0.013619,0.250000,0.000000,0.000000,0.000000,0
213,100.000000,131.199160,0.000000,0.050000,0.015585,0.250000,0.000000,0.000000,0.000000,0
214,100.000000,131.199160,0.000000,0.050000,0.017835,0.250000,0.000000,0.000000,0.000000,0
215,100.000000,131.199160,0.000000,0.050000,0.020410,0.250000,0.000000,0.000000,0.000000,0
216,100.000000,131.199160,0.000000,0.050000,0.023356,0.250000,0.000000,0.000000,0.000000,0
217,100.000000,131.199160,0.000000,0.050000,0.026728,0.250000,0.000000,0.000000,0.000000,0
218,100.000000,131.199160,0.000000,0.050000,0.030586,0.250000,0.000000,0.000000,0.000000,0
219,100.000000,131.199160,0.000000,0.050000,0.035002,0.250000,0.000000,0.000001,0.000000,0
220,100.000000,131.199160,0.000000,0.050000,0.040055,0.250000,0.000000,0.000005,0.000000,0
221,100.000000,131.199160,0.000000,0.050000,0.045837,0.250000,0.000000,0.000031,0.000000,0
222,100.000000,131.199160,0.000002,0.050000,0.052455,0.250000,0.000002,0.000169,0.000001,0
223,100.000000,131.199160,0.000009,0.050000,0.060027,0.250000,0.000007,0.000748,0.000005,0
224,100.000000,131.199160,0.000035,0.050000,0.068693,0.250000,0.000025,0.002765,0.000016,0
225,100.000000,131.199160,0.000126,0.050000,0.078610,0.250000,0.000077,0.008733,0.000044,0
226,100.000000,131.199160,0.000392,0.050000,0.089959,0.250000,0.000213,0.024061,0.000107,0
227,100.000000,131.199160,0.001075,0.050000,0.102946,0.250000,0.000517,0.058826,0.000229,0
228,100.000000,131.199160,0.002656,0.050000,0.117808,0.250000,0.001133,0.129556,0.000440,0
229,100.000000,131.199160,0.005975,0.050000,0.134815,0.250000,0.002263,0.260428,0.000773,0
230,100.000000,131.199160,0.012388,0.050000,0.154277,0.250000,0.004173,0.483340,0.001253,0
231,100.000000,131.199160,0.023904,0.050000,0.176550,0.250000,0.007173,0.836588,0.001895,0
232,100.000000,131.199160,0.043307,0.050000,0.202037,0.250000,0.011591,1.362289,0.002697,0
233,100.000000,131.199160,0.074224,0.050000,0.231204,0.250000,0.017747,2.103046,0.003638,0
234,100.000000,131.199160,0.121148,0.050000,0.264582,0.250000,0.025918,3.098500,0.004684,0
235,100.000000,131.199160,0.189407,0.050000,0.302779,0.250000,0.036316,4.382373,0.005790,0
236,100.000000,131.199160,0.285093,0.050000,0.346489,0.250000,0.049068,5.980408,0.006904,0
237,100.000000,131.199160,0.414973,0.050000,0.396510,0.250000,0.064218,7.909369,0.007979,0
238,100.000000,131.199160,0.586389,0.050000,0.453753,0.250000,0.081726,10.177008,0.008971,0
239,100.000000,131.199160,0.807167,0.050000,0.519259,0.250000,0.101483,12.782809,0.009847,0
240,100.000000,131.199160,1.085550,0.050000,0.594222,0.250000,0.123324,15.719190,0.010581,0
241,100.000000,131.199160,1.430153,0.050000,0.680006,0.250000,0.147047,18.972909,0.011160,0
242,100.000000,131.199160,1.849951,0.050000,0.778176,0.250000,0.172430,22.526426,0.011579,0
243,100.000000,131.199160,2.354283,0.050000,0.890517,0.250000,0.199244,26.359056,0.011840,0
244,100.000000,131.199160,2.952891,0.050000,1.019077,0.250000,0.227265,30.447808,0.011951,0
245,100.000000,131.199160,3.655965,0.050000,1.166196,0.250000,0.256284,34.767873,0.011925,0
246,100.000000,131.199160,4.474199,0.050000,1.334554,0.250000,0.286110,39.292733,0.011777,0
247,100.000000,131.199160,5.418850,0.050000,1.527217,0.250000,0.316577,43.993932,0.011523,0
248,100.000000,131.199160,6.501782,0.050000,1.747694,0.250000,0.347541,48.840522,0.011178,0
249,100.000000,131.199160,7.735501,0.050000,2.000000,0.250000,0.378878,53.798246,0.010760,0
250,100.000000,128.567755,0.000000,0.050000,0.002700,0.250000,0.000000,0.000000,0.000000,0
251,100.000000,128.567755,0.000000,0.050000,0.003090,0.250000,0.000000,0.000000,0.000000,0
252,100.000000,128.567755,0.000000,0.050000,0.003536,0.250000,0.000000,0.000000,0.000000,0
253,100.000000,128.567755,0.000000,0.050000,0.004046,0.250000,0.000000,0.000000,0.000000,0
254,100.000000,128.567755,0.000000,0.050000,0.004630,0.250000,0.000000,0.000000,0.000000,0
255,100.000000,128.567755,0.000000,0.050000,0.005299,0.250000,0.000000,0.000000,0.000000,0
256,100.000000,128.567755,0.000000,0.050000,0.006064,0.250000,0.000000,0.000000,0.000000,0
257,100.000000,128.567755,0.000000,0.050000,0.006939,0.250000,0.000000,0.000000,0.000000,0
258,100.000000,128.567755,0.000000,0.050000,0.007941,0.250000,0.000000,0.000000,0.000000,0
259,100.000000,128.567755,0.000000,0.050000,0.009088,0.250000,0.000000,0.000000,0.000000,0
260,100.000000,128.567755,0.000000,0.050000,0.010399,0.250000,0.000000,0.000000,0.000000,0
261,100.000000,128.567755,0.000000,0.050000,0.011901,0.250000,0.000000,0.000000,0.000000,0
262,100.000000,128.567755,0.000000,0.050000,0.013619,0.250000,0.000000,0.000000,0.000000,0
263,100.000000,128.567755,0.000000,0.050000,0.015585,0.250000,0.000000,0.000000,0.000000,0
264,100.000000,128.567755,0.000000,0.050000,0.017835,0.250000,0.000000,0.000000,0.000000,0
265,100.000000,128.567755,0.000000,0.050000,0.020410,0.250000,0.000000,0.000000,0.000000,0
266,100.000000,128.567755,0.000000,0.050000,0.023356,0.250000,0.000000,0.000000,0.000000,0
267,100.000000,128.567755,0.000000,0.050000,0.026728,0.250000,0.000000,0.000000,0.000000,0
268,100.000000,128.567755,0.000000,0.050000,0.030586,0.250000,0.000000,0.000001,0.000000,0
269,100.000000,128.567755,0.000000,0.050000,0.035002,0.250000,0.000000,0.000006,0.000000,0
270,100.000000,128.567755,0.000000,0.050000,0.040055,0.250000,0.000000,0.000037,0.000000,0
271,100.000000,128.567755,0.000002,0.050000,0.045837,0.250000,0.000002,0.000193,0.000002,0
272,100.000000,128.567755,0.000010,0.050000,0.052455,0.250000,0.000008,0.000830,0.000006,0
273,100.000000,128.567755,0.000039,0.050000,0.060027,0.250000,0.000029,0.002991,0.000020,0
274,100.000000,128.567755,0.000136,0.050000,0.068693,0.250000,0.000088,0.009246,0.000054,0
275,100.000000,128.567755,0.000413,0.050000,0.078610,0.250000,0.000238,0.024998,0.000127,0
276,100.000000,128.567755,0.001115,0.050000,0.089959,0.250000,0.000569,0.060117,0.000267,0
277,100.000000,128.567755,0.002714,0.050000,0.102946,0.250000,0.001229,0.130507,0.000507,0
278,100.000000,128.567755,0.006026,0.050000,0.117808,0.250000,0.002424,0.259071,0.000880,0
279,100.000000,128.567755,0.012349,0.050000,0.134815,0.250000,0.004420,0.475597,0.001411,0
280,100.000000,128.567755,0.023587,0.050000,0.154277,0.250000,0.007521,0.815392,0.002114,0
281,100.000000,128.567755,0.042347,0.050000,0.176550,0.250000,0.012047,1.316834,0.002983,0
282,100.000000,128.567755,0.072001,0.050000,0.202037,0.250000,0.018303,2.018324,0.003996,0
283,100.000000,128.567755,0.116687,0.050000,0.231204,0.250000,0.026549,2.955224,0.005113,0
