tick,S,K,C,r,T,true_iv,true_delta,true_vega,true_gamma,is_liquid
32,1.031578,1.000000,0.032065,0.052500,0.008653,0.139691,0.992535,0.001979,1.538679,1
33,1.030187,1.000000,0.030687,0.052500,0.008653,0.140014,0.989962,0.002562,1.993000,1
34,1.024664,1.000000,0.025134,0.052500,0.008653,0.104259,0.994826,0.001421,1.500120,1
35,1.022607,1.000000,0.023197,0.052500,0.008653,0.129326,0.971422,0.006216,5.312363,1
36,1.021924,1.000000,0.022467,0.052500,0.008653,0.117731,0.978683,0.004858,4.566501,1
37,1.019199,1.000000,0.019873,0.052500,0.008653,0.124149,0.954661,0.009041,8.102120,1
38,1.017842,1.000000,0.018562,0.052500,0.008653,0.121917,0.945764,0.010416,9.531221,1
39,1.016488,1.000000,0.017274,0.052500,0.008653,0.120522,0.933818,0.012157,11.282980,1
40,1.015813,1.000000,0.016645,0.052500,0.008653,0.120420,0.926021,0.013236,12.311140,1
41,1.015138,1.000000,0.015983,0.052500,0.008653,0.117571,0.922318,0.013729,13.096095,1
42,1.014464,1.000000,0.015342,0.052500,0.008653,0.116027,0.915913,0.014566,14.097709,1
43,1.013120,1.000000,0.014142,0.052500,0.008653,0.117077,0.893259,0.017341,16.677712,1
44,1.012449,1.000000,0.013570,0.052500,0.008653,0.118311,0.879198,0.018928,18.037800,1
45,1.011779,1.000000,0.012813,0.052500,0.008653,0.109399,0.885020,0.018266,18.849734,1
46,1.011110,1.000000,0.012090,0.052500,0.008653,0.102240,0.887677,0.017952,19.849412,1
47,1.010442,1.000000,0.011487,0.052500,0.008653,0.101509,0.875529,0.019291,21.512129,1
48,1.009774,1.000000,0.010918,0.052500,0.008653,0.102006,0.859420,0.020965,23.295763,1
49,1.009108,1.000000,0.010310,0.052500,0.008653,0.100198,0.847589,0.022119,25.054666,1
50,1.008442,1.000000,0.009730,0.052500,0.008653,0.099259,0.832553,0.023508,26.915088,1
51,1.007113,1.000000,0.008577,0.052500,0.008653,0.096566,0.800713,0.026171,30.881052,1
52,1.006450,1.000000,0.008051,0.052500,0.008653,0.096502,0.779753,0.027738,32.795019,1
53,1.005788,1.000000,0.007605,0.052500,0.008653,0.098641,0.752730,0.029557,34.233159,1
54,1.005127,1.000000,0.007022,0.052500,0.008653,0.095604,0.735838,0.030575,36.584920,1
55,1.004466,1.000000,0.006472,0.052500,0.008653,0.093337,0.715649,0.031687,38.887255,1
56,1.003807,1.000000,0.005982,0.052500,0.008653,0.092525,0.690960,0.032897,40.780196,1
57,1.003148,1.000000,0.005538,0.052500,0.008653,0.092602,0.663475,0.034055,42.236642,1
58,1.002490,1.000000,0.005095,0.052500,0.008653,0.092151,0.635878,0.035022,43.705824,1
59,1.001834,1.000000,0.004659,0.052500,0.008653,0.091380,0.607651,0.035815,45.131643,1
60,1.001177,1.000000,0.004165,0.052500,0.008653,0.088489,0.580147,0.036401,47.430102,1
61,1.000522,1.000000,0.003776,0.052500,0.008653,0.087974,0.549107,0.036847,48.355772,1
62,0.999868,1.000000,0.003388,0.052500,0.008653,0.086911,0.517504,0.037069,49.306198,1
63,0.999214,1.000000,0.003013,0.052500,0.008653,0.085640,0.484983,0.037054,50.083607,1
64,0.998562,1.000000,0.002704,0.052500,0.008653,0.085556,0.452322,0.036791,49.842064,1
65,0.997910,1.000000,0.002389,0.052500,0.008653,0.084707,0.419198,0.036270,49.693085,1
66,0.997259,1.000000,0.002087,0.052500,0.008653,0.083602,0.385658,0.035477,49.313713,1
67,0.996609,1.000000,0.001773,0.052500,0.008653,0.081455,0.350274,0.034347,49.065605,1
68,0.995960,1.000000,0.001537,0.052500,0.008653,0.080896,0.317787,0.033034,47.577628,1
69,0.995311,1.000000,0.001302,0.052500,0.008653,0.079652,0.284572,0.031409,46.004727,1
70,0.994664,1.000000,0.001132,0.052500,0.008653,0.079813,0.255971,0.029769,43.570873,1
71,0.994017,1.000000,0.000949,0.052500,0.008653,0.078874,0.225917,0.027795,41.218888,1
72,0.993371,1.000000,0.000767,0.052500,0.008653,0.077119,0.194826,0.025462,38.669436,1
73,0.992726,1.000000,0.000636,0.052500,0.008653,0.076583,0.169156,0.023293,35.669016,1
74,0.992082,1.000000,0.000532,0.052500,0.008653,0.076467,0.146807,0.021209,32.569079,1
75,0.991438,1.000000,0.000435,0.052500,0.008653,0.075959,0.125255,0.019011,29.427764,1
76,0.990796,1.000000,0.000350,0.052500,0.008653,0.075374,0.105547,0.016822,26.274601,1
77,0.990154,1.000000,0.000272,0.052500,0.008653,0.074326,0.086600,0.014534,23.050470,1
78,0.989513,1.000000,0.000214,0.052500,0.008653,0.073735,0.071137,0.012513,20.030263,1
79,0.988873,1.000000,0.000168,0.052500,0.008653,0.073382,0.058294,0.010712,17.253257,1
80,0.988234,1.000000,0.000129,0.052500,0.008653,0.072833,0.046814,0.008994,14.614177,1
81,0.987596,1.000000,0.000107,0.052500,0.008653,0.073399,0.039354,0.007812,12.611921,1
82,0.986958,1.000000,0.000084,0.052500,0.008653,0.073399,0.031954,0.006582,10.638899,1
83,1.034369,1.000000,0.035027,0.052500,0.011390,0.141420,0.988875,0.003229,1.873400,1
84,1.032972,1.000000,0.033615,0.052500,0.011390,0.131834,0.990741,0.002747,1.714370,1
85,1.026039,1.000000,0.026698,0.052500,0.011390,0.112562,0.985938,0.003923,2.906281,1
86,1.024664,1.000000,0.025268,0.052500,0.011390,0.083383,0.997519,0.000843,0.845312,1
87,1.022607,1.000000,0.023284,0.052500,0.011390,0.103970,0.980966,0.005067,4.091252,1
88,1.019199,1.000000,0.020093,0.052500,0.011390,0.115637,0.944700,0.012152,8.881925,1
89,1.016488,1.000000,0.017500,0.052500,0.011390,0.111343,0.923994,0.015513,11.838645,1
90,1.015813,1.000000,0.016804,0.052500,0.011390,0.106704,0.924481,0.015427,12.301256,1
91,1.015138,1.000000,0.016361,0.052500,0.011390,0.116516,0.896622,0.019479,14.242850,1
92,1.013792,1.000000,0.015106,0.052500,0.011390,0.113693,0.881834,0.021410,16.085785,1
93,1.013120,1.000000,0.014493,0.052500,0.011390,0.112619,0.872905,0.022518,17.102078,1
94,1.012449,1.000000,0.013881,0.052500,0.011390,0.111335,0.863786,0.023605,18.158703,1
95,1.011110,1.000000,0.012672,0.052500,0.011390,0.108699,0.843687,0.025857,20.427967,1
96,1.010442,1.000000,0.012108,0.052500,0.011390,0.108538,0.829991,0.027290,21.620436,1
97,1.009774,1.000000,0.011460,0.052500,0.011390,0.105026,0.822962,0.027985,22.942247,1
98,1.009108,1.000000,0.010884,0.052500,0.011390,0.103940,0.809690,0.029255,24.266127,1
99,1.008442,1.000000,0.010462,0.052500,0.011390,0.107502,0.785400,0.031414,25.226509,1
100,1.007777,1.000000,0.009796,0.052500,0.011390,0.102885,0.778008,0.032011,26.895677,1
101,1.007113,1.000000,0.009315,0.052500,0.011390,0.103773,0.757890,0.033574,28.003990,1
102,1.006450,1.000000,0.008776,0.052500,0.011390,0.102534,0.741400,0.034744,29.369172,1
103,1.005788,1.000000,0.008322,0.052500,0.011390,0.103400,0.719952,0.036137,30.330733,1
104,1.005127,1.000000,0.007712,0.052500,0.011390,0.099604,0.706306,0.036937,32.225908,1
105,1.004466,1.000000,0.007234,0.052500,0.011390,0.099110,0.685502,0.038056,33.411637,1
106,1.003807,1.000000,0.006750,0.052500,0.011390,0.098105,0.664674,0.039045,34.676094,1
107,1.003148,1.000000,0.006345,0.052500,0.011390,0.098743,0.640685,0.040027,35.365714,1
108,1.002490,1.000000,0.005803,0.052500,0.011390,0.095600,0.620769,0.040712,37.202207,1
109,1.001834,1.000000,0.005387,0.052500,0.011390,0.095192,0.596483,0.041402,38.044456,1
110,1.001177,1.000000,0.005016,0.052500,0.011390,0.095498,0.571121,0.041948,38.473354,1
111,1.000522,1.000000,0.004607,0.052500,0.011390,0.094479,0.546224,0.042313,39.278104,1
112,0.999868,1.000000,0.004166,0.052500,0.011390,0.092310,0.520821,0.042514,40.444251,1
113,0.999214,1.000000,0.003850,0.052500,0.011390,0.092669,0.494392,0.042540,40.364967,1
114,0.998562,1.000000,0.003442,0.052500,0.011390,0.090465,0.467200,0.042372,41.239629,1
115,0.997910,1.000000,0.003101,0.052500,0.011390,0.089372,0.439637,0.042001,41.432055,1
116,0.997259,1.000000,0.002838,0.052500,0.011390,0.089722,0.413167,0.041451,40.783182,1
117,0.996609,1.000000,0.002490,0.052500,0.011390,0.087575,0.384078,0.040629,41.007806,1
118,0.995960,1.000000,0.002221,0.052500,0.011390,0.086870,0.356607,0.039636,40.382534,1
119,0.995311,1.000000,0.001979,0.052500,0.011390,0.086363,0.329819,0.038461,39.467073,1
120,0.994664,1.000000,0.001757,0.052500,0.011390,0.085902,0.303692,0.037113,38.338132,1
121,0.994017,1.000000,0.001521,0.052500,0.011390,0.084589,0.276264,0.035478,37.266738,1
122,0.993371,1.000000,0.001352,0.052500,0.011390,0.084614,0.252777,0.033887,35.631584,1
123,0.992726,1.000000,0.001182,0.052500,0.011390,0.084180,0.229179,0.032107,33.977560,1
124,0.992082,1.000000,0.000986,0.052500,0.011390,0.082362,0.202715,0.029883,32.364047,1
125,0.991438,1.000000,0.000856,0.052500,0.011390,0.082131,0.181848,0.027943,30.388109,1
126,0.990796,1.000000,0.000726,0.052500,0.011390,0.081380,0.160734,0.025806,28.358974,1
127,0.990154,1.000000,0.000622,0.052500,0.011390,0.081101,0.142369,0.023790,26.267674,1
128,0.989513,1.000000,0.000505,0.052500,0.011390,0.079671,0.121963,0.021368,24.048160,1
129,0.988873,1.000000,0.000440,0.052500,0.011390,0.080094,0.108465,0.019646,22.021431,1
130,0.988234,1.000000,0.000362,0.052500,0.011390,0.079366,0.093005,0.017549,19.877813,1
131,0.987596,1.000000,0.000297,0.052500,0.011390,0.078768,0.079353,0.015574,17.796781,1
132,0.986958,1.000000,0.000245,0.052500,0.011390,0.078427,0.067749,0.013791,15.848742,1
133,0.986321,1.000000,0.000200,0.052500,0.011390,0.077993,0.057209,0.012079,13.976790,1
134,0.985685,1.000000,0.000155,0.052500,0.011390,0.076883,0.046462,0.010231,12.024684,1
135,0.985050,1.000000,0.000129,0.052500,0.011390,0.077029,0.039599,0.008986,10.554465,1
136,0.984416,1.000000,0.000100,0.052500,0.011390,0.076251,0.031976,0.007536,8.953900,1
137,0.983782,1.000000,0.000084,0.052500,0.011390,0.076617,0.027281,0.006601,7.815664,1
138,0.983150,1.000000,0.000068,0.052500,0.011390,0.076553,0.022605,0.005635,6.685438,1
139,0.926544,1.000000,0.000081,0.052500,0.011390,0.294933,0.008446,0.002273,0.788261,1
140,1.042836,1.000000,0.043595,0.052500,0.014128,0.132975,0.996621,0.001262,0.617766,1
141,1.034369,1.000000,0.035284,0.052500,0.014128,0.148810,0.975074,0.007168,3.186476,1
142,1.032972,1.000000,0.033912,0.052500,0.014128,0.147296,0.971543,0.007996,3.600833,1
143,1.029494,1.000000,0.030525,0.052500,0.014128,0.144329,0.959608,0.010629,4.918029,1
144,1.026039,1.000000,0.027128,0.052500,0.014128,0.135833,0.950134,0.012551,6.212545,1
145,1.024664,1.000000,0.025764,0.052500,0.014128,0.131261,0.947056,0.013146,6.751620,1
146,1.023292,1.000000,0.024444,0.052500,0.014128,0.129421,0.939746,0.014537,7.592479,1
147,1.022607,1.000000,0.023880,0.052500,0.014128,0.134158,0.927360,0.016791,8.471137,1
148,1.020559,1.000000,0.021889,0.052500,0.014128,0.128425,0.917645,0.018433,9.754061,1
149,1.019199,1.000000,0.020580,0.052500,0.014128,0.124970,0.909484,0.019756,10.772025,1
150,1.018520,1.000000,0.020047,0.052500,0.014128,0.128774,0.895255,0.021975,11.643141,1
151,1.017842,1.000000,0.019334,0.052500,0.014128,0.123979,0.895757,0.021884,12.059556,1
152,1.017164,1.000000,0.018716,0.052500,0.014128,0.123348,0.888520,0.022953,12.730019,1
153,1.016488,1.000000,0.018185,0.052500,0.014128,0.126070,0.874582,0.024930,13.546019,1
154,1.015813,1.000000,0.017694,0.052500,0.014128,0.129714,0.858449,0.027076,14.317926,1
155,1.015138,1.000000,0.016879,0.052500,0.014128,0.120931,0.865214,0.026169,14.863397,1
156,1.014464,1.000000,0.016271,0.052500,0.014128,0.119870,0.857038,0.027222,15.618905,1
157,1.013792,1.000000,0.015650,0.052500,0.014128,0.118180,0.849652,0.028140,16.397864,1
158,1.013120,1.000000,0.015116,0.052500,0.014128,0.119299,0.836114,0.029762,17.203209,1
159,1.012449,1.000000,0.014391,0.052500,0.014128,0.113778,0.835578,0.029805,18.088280,1
160,1.011110,1.000000,0.013320,0.052500,0.014128,0.114746,0.808198,0.032803,19.792010,1
161,1.010442,1.000000,0.012743,0.052500,0.014128,0.113524,0.797157,0.033910,20.707620,1
162,1.009774,1.000000,0.012180,0.052500,0.014128,0.112503,0.785097,0.035061,21.633134,1
163,1.009108,1.000000,0.011571,0.052500,0.014128,0.110006,0.775368,0.035940,22.708649,1
164,1.008442,1.000000,0.010996,0.052500,0.014128,0.108285,0.763374,0.036975,23.765719,1
165,1.007777,1.000000,0.010468,0.052500,0.014128,0.107609,0.748594,0.038179,24.726107,1
166,1.007113,1.000000,0.009941,0.052500,0.014128,0.106698,0.733595,0.039315,25.713069,1
167,1.006450,1.000000,0.009460,0.052500,0.014128,0.106701,0.716264,0.040528,26.540635,1
168,1.005788,1.000000,0.008954,0.052500,0.014128,0.105792,0.699947,0.041570,27.493213,1
169,1.005127,1.000000,0.008462,0.052500,0.014128,0.104956,0.682823,0.042565,28.413073,1
170,1.004466,1.000000,0.007970,0.052500,0.014128,0.103874,0.665382,0.043477,29.362506,1
171,1.003807,1.000000,0.007505,0.052500,0.014128,0.103143,0.646752,0.044342,30.198418,1
172,1.003148,1.000000,0.007047,0.052500,0.014128,0.102295,0.627638,0.045113,31.018869,1
173,1.002490,1.000000,0.006597,0.052500,0.014128,0.101325,0.608011,0.045784,31.823622,1
174,1.001834,1.000000,0.006166,0.052500,0.014128,0.100511,0.587607,0.046356,32.524720,1
175,1.001177,1.000000,0.005796,0.052500,0.014128,0.100676,0.566042,0.046823,32.841578,1
176,1.000522,1.000000,0.005334,0.052500,0.014128,0.098595,0.545264,0.047138,33.804685,1
177,0.999868,1.000000,0.004944,0.052500,0.014128,0.097754,0.523235,0.047333,34.280876,1
178,0.999214,1.000000,0.004582,0.052500,0.014128,0.097161,0.500777,0.047382,34.571250,1
179,0.998562,1.000000,0.004193,0.052500,0.014128,0.095704,0.477816,0.047278,35.066295,1
180,0.997910,1.000000,0.003890,0.052500,0.014128,0.095725,0.455013,0.047019,34.912076,1
181,0.997259,1.000000,0.003562,0.052500,0.014128,0.094869,0.431721,0.046595,34.954963,1
182,0.996609,1.000000,0.003214,0.052500,0.014128,0.093249,0.407488,0.045982,35.140194,1
183,0.995960,1.000000,0.002912,0.052500,0.014128,0.092264,0.383595,0.045203,34.959168,1
184,0.995311,1.000000,0.002643,0.052500,0.014128,0.091645,0.360205,0.044269,34.512927,1
185,0.994664,1.000000,0.002368,0.052500,0.014128,0.090512,0.336141,0.043129,34.089806,1
186,0.994017,1.000000,0.002133,0.052500,0.014128,0.089909,0.313203,0.041869,33.359020,1
187,0.993371,1.000000,0.001910,0.052500,0.014128,0.089244,0.290554,0.040453,32.513428,1
188,0.992726,1.000000,0.001701,0.052500,0.014128,0.088518,0.268248,0.038888,31.552880,1
189,0.992082,1.000000,0.001512,0.052500,0.014128,0.087902,0.246782,0.037215,30.446035,1
190,0.991438,1.000000,0.001355,0.052500,0.014128,0.087788,0.227313,0.035548,29.158078,1
191,0.990796,1.000000,0.001192,0.052500,0.014128,0.087114,0.207191,0.033673,27.869806,1
192,0.990154,1.000000,0.001036,0.052500,0.014128,0.086204,0.187229,0.031650,26.506028,1
193,0.989513,1.000000,0.000906,0.052500,0.014128,0.085684,0.169239,0.029678,25.037728,1
194,0.988873,1.000000,0.000789,0.052500,0.014128,0.085190,0.152284,0.027682,23.520328,1
195,0.988234,1.000000,0.000672,0.052500,0.014128,0.084247,0.135043,0.025509,21.944806,1
196,0.987596,1.000000,0.000568,0.052500,0.014128,0.083314,0.118883,0.023328,20.319478,1
197,0.986958,1.000000,0.000510,0.052500,0.014128,0.083928,0.108115,0.021787,18.862402,1
198,0.986321,1.000000,0.000426,0.052500,0.014128,0.082967,0.094004,0.019662,17.242221,1
199,0.985685,1.000000,0.000355,0.052500,0.014128,0.082136,0.081361,0.017641,15.646982,1
200,0.985050,1.000000,0.000303,0.052500,0.014128,0.081938,0.071386,0.015960,14.207852,1
201,0.984416,1.000000,0.000254,0.052500,0.014128,0.081522,0.061835,0.014271,12.785777,1
202,0.983782,1.000000,0.000216,0.052500,0.014128,0.081359,0.053785,0.012780,11.488006,1
203,0.983150,1.000000,0.000180,0.052500,0.014128,0.081034,0.046237,0.011321,10.230182,1
204,0.982518,1.000000,0.000151,0.052500,0.014128,0.080856,0.039792,0.010021,9.087334,1
205,0.981887,1.000000,0.000122,0.052500,0.014128,0.080215,0.033283,0.008653,7.919417,1
206,0.981257,1.000000,0.000103,0.052500,0.014128,0.080232,0.028617,0.007631,6.991677,1
207,0.980627,1.000000,0.000087,0.052500,0.014128,0.080319,0.024611,0.006723,6.161298,1
208,0.979999,1.000000,0.000071,0.052500,0.014128,0.080014,0.020595,0.005782,5.325599,1
209,1.093561,1.000000,0.094499,0.052500,0.016866,0.267638,0.995552,0.001850,0.342704,1
210,1.072841,1.000000,0.073733,0.052500,0.016866,0.179387,0.998921,0.000503,0.144416,1
211,1.069090,1.000000,0.070000,0.052500,0.016866,0.191537,0.996869,0.001320,0.357505,1
212,1.064623,1.000000,0.065543,0.052500,0.016866,0.187329,0.995636,0.001771,0.494463,1
213,1.060193,1.000000,0.061130,0.052500,0.016866,0.184236,0.993647,0.002463,0.705123,1
214,1.057992,1.000000,0.059024,0.052500,0.016866,0.203787,0.985249,0.005129,1.333180,1
215,1.057260,1.000000,0.058216,0.052500,0.016866,0.183039,0.991610,0.003138,0.909413,1
216,1.052891,1.000000,0.053974,0.052500,0.016866,0.197374,0.980207,0.006562,1.778218,1
217,1.051443,1.000000,0.052448,0.052500,0.016866,0.179551,0.986128,0.004835,1.444079,1
218,1.050720,1.000000,0.051725,0.052500,0.016866,0.177334,0.986035,0.004859,1.471596,1
219,1.049999,1.000000,0.051010,0.052500,0.016866,0.176496,0.985320,0.005069,1.544625,1
220,1.047122,1.000000,0.048219,0.052500,0.016866,0.181841,0.977200,0.007356,2.187361,1
221,1.045689,1.000000,0.046758,0.052500,0.016866,0.173360,0.979072,0.006833,2.137149,1
222,1.044261,1.000000,0.045328,0.052500,0.016866,0.168763,0.978689,0.006929,2.232350,1
223,1.042836,1.000000,0.043990,0.052500,0.016866,0.175239,0.970842,0.009000,2.799990,1
224,1.041416,1.000000,0.042589,0.052500,0.016866,0.172638,0.968607,0.009555,3.025751,1
225,1.039999,1.000000,0.041095,0.052500,0.016866,0.159392,0.974279,0.008084,2.780287,1
226,1.038586,1.000000,0.039817,0.052500,0.016866,0.168802,0.962327,0.011069,3.604512,1
227,1.036473,1.000000,0.037695,0.052500,0.016866,0.160760,0.961531,0.011237,3.857817,1
228,1.035771,1.000000,0.037005,0.052500,0.016866,0.159460,0.959962,0.011601,4.020531,1
229,1.034369,1.000000,0.035697,0.052500,0.016866,0.161939,0.951481,0.013526,4.628535,1
230,1.032972,1.000000,0.034264,0.052500,0.016866,0.154274,0.952869,0.013197,4.753401,1
231,1.031578,1.000000,0.032976,0.052500,0.016866,0.156654,0.943156,0.015296,5.440196,1
232,1.029494,1.000000,0.030882,0.052500,0.016866,0.148256,0.941241,0.015668,5.911998,1
233,1.028801,1.000000,0.030229,0.052500,0.016866,0.148092,0.937238,0.016486,6.235850,1
234,1.028109,1.000000,0.029570,0.052500,0.016866,0.147382,0.933727,0.017186,6.540932,1
235,1.027418,1.000000,0.028965,0.052500,0.016866,0.149505,0.926251,0.018647,7.005487,1
236,1.026039,1.000000,0.027544,0.052500,0.016866,0.141772,0.926950,0.018487,7.343859,1
237,1.024664,1.000000,0.026307,0.052500,0.016866,0.143275,0.914078,0.020875,8.227795,1
238,1.023292,1.000000,0.024987,0.052500,0.016866,0.139963,0.907332,0.022053,8.921699,1
239,1.022607,1.000000,0.024361,0.052500,0.016866,0.139682,0.901517,0.023048,9.355389,1
240,1.021924,1.000000,0.023750,0.052500,0.016866,0.139799,0.894779,0.024169,9.815451,1
241,1.020559,1.000000,0.022410,0.052500,0.016866,0.134797,0.889116,0.025066,10.585356,1
242,1.019879,1.000000,0.021661,0.052500,0.016866,0.129060,0.891692,0.024630,10.878102,1
243,1.019199,1.000000,0.021033,0.052500,0.016866,0.128124,0.885783,0.025567,11.389940,1
244,1.018520,1.000000,0.020400,0.052500,0.016866,0.126816,0.880241,0.026423,11.908351,1
245,1.017842,1.000000,0.019787,0.052500,0.016866,0.126139,0.873223,0.027480,12.467974,1
246,1.017164,1.000000,0.019308,0.052500,0.016866,0.129885,0.857657,0.029735,13.119223,1
247,1.016488,1.000000,0.018544,0.052500,0.016866,0.123682,0.860213,0.029352,13.618017,1
248,1.015813,1.000000,0.017967,0.052500,0.016866,0.123706,0.850759,0.030655,14.238621,1
249,1.015138,1.000000,0.017377,0.052500,0.016866,0.123108,0.842099,0.031801,14.862246,1
250,1.014464,1.000000,0.016749,0.052500,0.016866,0.121136,0.835717,0.032612,15.510214,1
251,1.013792,1.000000,0.016373,0.052500,0.016866,0.126427,0.814976,0.035147,16.037394,1
252,1.013120,1.000000,0.015586,0.052500,0.016866,0.119631,0.816932,0.034892,16.847934,1
253,1.012449,1.000000,0.015033,0.052500,0.016866,0.119379,0.805897,0.036150,17.515488,1
254,1.011779,1.000000,0.014461,0.052500,0.016866,0.118403,0.795829,0.037244,18.218374,1
255,1.011110,1.000000,0.014028,0.052500,0.016866,0.120868,0.778792,0.039003,18.714389,1
256,1.010442,1.000000,0.013338,0.052500,0.016866,0.116505,0.774158,0.039440,19.658532,1
257,1.009774,1.000000,0.012827,0.052500,0.016866,0.116540,0.760754,0.040698,20.306237,1
258,1.009108,1.000000,0.012389,0.052500,0.016866,0.118087,0.744279,0.042144,20.780149,1
259,1.008442,1.000000,0.011814,0.052500,0.016866,0.116124,0.733581,0.043013,21.595534,1
260,1.007777,1.000000,0.011384,0.052500,0.016866,0.117327,0.717072,0.044279,22.032030,1
261,1.007113,1.000000,0.010843,0.052500,0.016866,0.115781,0.704644,0.045153,22.797187,1
262,1.006450,1.000000,0.010355,0.052500,0.016866,0.115226,0.690163,0.046102,23.419067,1
263,1.005788,1.000000,0.009836,0.052500,0.016866,0.113776,0.676492,0.046924,24.172120,1
264,1.005127,1.000000,0.009336,0.052500,0.016866,0.112571,0.661905,0.047726,24.881379,1
265,1.004466,1.000000,0.008844,0.052500,0.016866,0.111320,0.646815,0.048477,25.590157,1
266,1.003807,1.000000,0.008339,0.052500,0.016866,0.109616,0.631652,0.049149,26.383272,1
267,1.003148,1.000000,0.007887,0.052500,0.016866,0.108786,0.614945,0.049801,26.972510,1
268,1.002490,1.000000,0.007469,0.052500,0.016866,0.108396,0.597404,0.050384,27.422067,1
269,1.001834,1.000000,0.007018,0.052500,0.016866,0.107138,0.580140,0.050855,28.040149,1
270,1.001177,1.000000,0.006614,0.052500,0.016866,0.106562,0.561958,0.051245,28.445119,1
271,1.000522,1.000000,0.006191,0.052500,0.016866,0.105377,0.543675,0.051527,28.961293,1
272,0.999868,1.000000,0.005821,0.052500,0.016866,0.104975,0.524749,0.051704,29.210275,1
273,0.999214,1.000000,0.005386,0.052500,0.016866,0.103073,0.505637,0.051765,29.823384,1
274,0.998562,1.000000,0.004997,0.052500,0.016866,0.101811,0.485930,0.051704,30.196921,1
275,0.997910,1.000000,0.004674,0.052500,0.016866,0.101563,0.466171,0.051516,30.200300,1
276,0.997259,1.000000,0.004305,0.052500,0.016866,0.100171,0.445745,0.051190,30.465849,1
277,0.996609,1.000000,0.003990,0.052500,0.016866,0.099533,0.425507,0.050732,30.426420,1
278,0.995960,1.000000,0.003661,0.052500,0.016866,0.098367,0.404694,0.050122,30.456308,1
279,0.995311,1.000000,0.003372,0.052500,0.016866,0.097703,0.384276,0.049382,30.250579,1
280,0.994664,1.000000,0.003110,0.052500,0.016866,0.097292,0.364269,0.048522,29.887517,1
281,0.994017,1.000000,0.002802,0.052500,0.016866,0.095645,0.342509,0.047433,29.758946,1
282,0.993371,1.000000,0.002560,0.052500,0.016866,0.095058,0.322450,0.046282,29.253696,1
283,0.992726,1.000000,0.002351,0.052500,0.016866,0.094892,0.303488,0.045060,28.568367,1
