tick,S,K,C,r,T,true_iv,true_delta,true_vega,true_gamma,is_liquid
27,39.392176,41.879927,8.339428,0.034545,1.084227,0.538713,0.594086,15.906433,0.017550,1
28,77.746838,68.125480,13.873314,0.032035,0.796148,0.263936,0.784361,20.304549,0.015986,1
29,22.213217,25.027521,1.196652,0.022059,0.803751,0.261459,0.375977,7.557708,0.072886,1
30,74.495953,64.639641,14.602526,0.039578,0.302853,0.544260,0.746526,13.123077,0.014346,0
31,34.523316,40.409365,4.892858,0.029506,1.166267,0.441287,0.492082,14.870860,0.024243,1
32,42.066988,48.066333,1.607999,0.041431,0.986942,0.186116,0.341840,15.344340,0.047205,1
33,70.118150,64.827458,9.531613,0.021631,0.361126,0.386357,0.687095,14.925720,0.021758,1
34,60.653862,43.161984,20.080623,0.029060,0.816930,0.408069,0.879245,11.015095,0.008982,0
35,30.461986,36.056525,0.638177,0.057469,0.641429,0.205008,0.235669,7.508932,0.061538,0
36,40.463981,31.538900,11.971014,0.055094,1.394571,0.253177,0.892500,8.837887,0.015288,0
37,59.599043,75.813293,1.568743,0.041186,0.877281,0.246741,0.220847,16.565124,0.021544,0
38,25.586166,33.979734,1.428731,0.045324,1.360585,0.285612,0.308563,10.507681,0.041304,0
39,40.952574,49.477630,6.937944,0.055483,1.355954,0.461950,0.522834,18.993353,0.018080,0
40,58.521899,44.412150,15.413886,0.055942,0.326280,0.392572,0.922754,4.839461,0.011032,0
41,20.551823,15.846074,5.210911,0.020202,1.028902,0.214323,0.919304,3.119565,0.033493,0
42,52.924027,62.679335,6.373144,0.028971,1.012746,0.434872,0.459892,21.140289,0.017137,0
43,34.234945,31.762490,8.894272,0.045985,1.145088,0.489689,0.693412,12.861785,0.019571,1
44,59.456774,65.272599,1.103598,0.034709,0.231145,0.256081,0.263930,9.343679,0.044653,1
45,34.639379,47.840702,1.332767,0.055682,0.650337,0.402455,0.235452,8.593396,0.027363,0
46,67.688678,71.198063,5.417910,0.039701,0.907665,0.228097,0.516702,25.704442,0.027098,1
47,63.347127,56.793275,7.068620,0.045819,0.134042,0.220844,0.928825,3.154111,0.026552,1
48,76.427515,104.533734,0.530392,0.034806,1.380810,0.156183,0.088069,14.350439,0.011392,0
49,75.699114,75.678592,20.170951,0.058545,1.453317,0.491204,0.670112,33.044458,0.008078,1
50,37.666934,36.520669,5.061153,0.032677,1.291591,0.217797,0.662438,15.641823,0.039191,1
51,53.408076,72.384411,0.519408,0.042802,1.074442,0.188871,0.111202,10.491088,0.018124,0
52,56.900434,79.264449,1.074745,0.040733,0.296118,0.500949,0.150224,7.226569,0.015047,0
53,64.446117,76.556253,3.868235,0.034380,1.083478,0.267437,0.364830,25.210664,0.020948,0
54,68.561669,86.873077,6.898396,0.056530,1.313901,0.354537,0.422101,30.752933,0.014044,0
55,50.090978,63.054855,5.996392,0.048079,1.009950,0.468317,0.440165,19.856267,0.016732,0
56,73.400321,68.746491,11.590207,0.023759,0.625816,0.381312,0.661758,21.233616,0.016516,1
57,22.156536,22.730803,3.163308,0.031462,0.859702,0.386333,0.572671,8.059346,0.049429,1
58,21.830015,15.851729,6.737583,0.034408,1.251641,0.200824,0.958035,2.188066,0.018267,0
59,51.334596,63.603332,0.126625,0.044916,0.402149,0.184139,0.052387,3.484412,0.017856,0
60,23.100903,24.762973,3.442108,0.045497,0.856889,0.440437,0.551346,8.460270,0.042007,1
61,78.551125,83.374968,4.943488,0.051807,0.552139,0.258333,0.473895,23.235691,0.026401,1
62,46.338285,34.981674,11.790385,0.058506,0.135491,0.484392,0.956405,1.575944,0.011183,0
63,61.758452,60.910327,4.302829,0.026257,0.342612,0.250097,0.590608,14.047839,0.042984,1
64,52.953600,63.555819,8.308081,0.031197,1.024276,0.531946,0.495828,21.379147,0.013993,0
65,64.273815,69.932985,4.896437,0.036784,0.956409,0.249092,0.468045,24.995958,0.025398,1
66,41.358361,50.891143,0.000155,0.024643,0.120151,0.168401,0.000257,0.013728,0.000397,0
67,22.443728,29.150417,0.329262,0.038967,1.085121,0.189134,0.155305,5.578268,0.053959,0
68,49.496953,51.052654,3.167952,0.037354,0.342483,0.309402,0.496121,11.555461,0.044511,1
69,56.951006,65.184160,1.181824,0.034985,0.163426,0.400344,0.236363,7.097596,0.033447,1
70,50.188176,65.221687,0.458180,0.026517,1.022171,0.178227,0.112460,9.693473,0.021124,0
71,58.545157,42.068086,19.964275,0.057609,0.920086,0.380190,0.891395,10.463163,0.008727,0
72,43.290196,49.796788,5.950899,0.041825,0.741554,0.526586,0.494550,14.870668,0.020321,1
73,43.166158,59.259944,0.428123,0.027832,1.367491,0.177745,0.107954,9.364503,0.020677,0
74,26.046680,18.564909,7.684669,0.047320,0.232220,0.178475,0.999980,0.001085,0.000039,0
75,39.138538,50.544005,0.006196,0.052579,0.132581,0.262742,0.005348,0.218795,0.004100,0
76,27.089890,32.175096,3.488665,0.055099,0.980520,0.444028,0.480639,10.688917,0.033454,0
77,68.208856,61.212278,11.853117,0.050025,0.348415,0.472734,0.722350,13.497475,0.017614,1
78,79.430309,78.543261,8.778118,0.051057,0.620825,0.286321,0.619086,23.847021,0.021264,1
79,75.845440,98.666492,5.345190,0.050035,0.700592,0.451817,0.339515,23.248347,0.012767,0
80,26.187432,34.876083,0.641784,0.053058,0.807353,0.278020,0.197501,6.537793,0.042472,0
81,73.731394,71.699443,3.341383,0.056215,0.115173,0.186515,0.717500,8.459317,0.072438,1
82,39.158818,53.453486,4.046550,0.042938,1.430850,0.402735,0.390677,17.980774,0.020349,0
83,46.906731,42.462203,9.088756,0.046901,0.560130,0.450950,0.705933,12.095041,0.021763,1
84,67.494743,84.552871,0.008534,0.039777,0.227689,0.173024,0.004965,0.462811,0.002579,0
85,52.971733,53.452258,5.737304,0.034037,1.342786,0.196827,0.608277,23.580659,0.031796,1
86,28.579501,35.240166,0.442127,0.024045,0.965505,0.183643,0.173069,7.188035,0.049633,0
87,62.058148,46.601580,18.380021,0.048250,1.250604,0.182540,0.964136,5.470841,0.006223,0
88,25.090263,34.891716,1.259538,0.034826,0.623979,0.475120,0.263331,6.470859,0.034672,0
89,76.834915,106.815956,0.551552,0.035050,1.154729,0.183400,0.085695,12.926578,0.010339,0
90,66.628815,72.684240,2.961950,0.056254,0.693911,0.194479,0.414887,21.636504,0.036115,1
91,49.557506,35.084115,15.103457,0.022252,0.756125,0.197527,0.985907,1.546642,0.004216,0
92,27.051575,31.229615,5.142496,0.043335,1.144463,0.534869,0.548462,11.459966,0.025583,1
93,42.492235,38.242946,12.654212,0.028944,1.316039,0.535289,0.705624,16.802817,0.013210,1
94,20.729268,28.583903,0.019145,0.055646,0.160424,0.361080,0.018418,0.374806,0.015058,0
95,79.577888,59.815324,24.619781,0.058772,0.875396,0.359239,0.879093,14.973216,0.007519,0
96,57.763918,68.567162,4.529133,0.045102,0.736357,0.383726,0.399292,19.141291,0.020302,0
97,74.069481,54.204969,23.373896,0.058016,0.493348,0.506106,0.872145,10.879479,0.007942,0
98,47.339405,53.687279,2.389213,0.027525,0.488334,0.335479,0.358603,12.359605,0.033665,1
99,41.201134,45.673899,2.595526,0.058976,0.208828,0.544484,0.405049,7.297520,0.037808,1
100,61.889703,66.547983,6.456666,0.052552,0.533339,0.423892,0.504349,18.030351,0.020821,1
101,29.757016,39.804444,3.476847,0.057992,1.251552,0.440288,0.421922,13.025619,0.026695,0
102,56.804912,56.394219,6.995346,0.054643,1.405820,0.168087,0.698991,23.453348,0.030759,1
103,21.582018,20.794800,3.239304,0.059491,1.234775,0.210167,0.722545,8.037100,0.066491,1
104,55.647843,53.790518,15.313755,0.053685,1.457880,0.485331,0.685980,23.836831,0.010879,1
105,48.121590,47.658354,7.013121,0.022255,0.482770,0.495889,0.591550,12.986120,0.023425,1
106,68.774061,96.270093,8.712997,0.042217,1.495292,0.457595,0.417430,32.829201,0.010144,0
107,76.685944,99.289369,0.169703,0.038022,0.446287,0.201664,0.042342,4.623121,0.008735,0
108,77.243062,86.846092,4.948083,0.046868,0.420100,0.397251,0.401333,19.359102,0.019442,1
109,41.489763,32.340868,13.179962,0.040812,1.040202,0.458927,0.804266,11.693436,0.014230,0
110,51.209810,66.394904,5.420826,0.042438,0.872670,0.500661,0.404308,18.533135,0.016175,0
111,44.208972,35.093553,9.498874,0.050205,0.140296,0.398124,0.952567,1.637376,0.014999,0
112,62.244786,52.850486,10.343275,0.020582,0.290920,0.290235,0.877310,6.821464,0.020852,0
113,55.395061,53.986411,7.161897,0.056166,0.712465,0.289302,0.652268,17.277800,0.027317,1
114,50.839369,63.475856,4.524748,0.044883,0.655160,0.494945,0.389584,15.783755,0.018832,0
115,76.971237,61.804166,20.438251,0.039685,1.397223,0.253298,0.857212,20.523154,0.009788,0
116,47.548145,65.902814,2.205166,0.033150,0.789665,0.403360,0.255117,13.571045,0.018846,0
117,34.408737,25.913369,8.682084,0.025122,0.280432,0.210761,0.996087,0.211665,0.003025,0
118,28.329630,32.539762,2.040096,0.033827,0.354632,0.508715,0.395009,6.495944,0.044865,1
119,48.437698,56.540861,0.150045,0.027692,0.341248,0.166347,0.074088,3.968176,0.029795,1
120,30.136104,26.972212,3.650503,0.023548,0.347815,0.198254,0.859293,3.969411,0.063384,1
121,47.646726,40.234497,10.868560,0.040137,0.609978,0.426158,0.772771,11.222880,0.019018,0
122,22.358728,28.162770,2.697652,0.023270,0.979061,0.499431,0.431004,8.693633,0.035565,0
123,75.252344,55.894023,22.335235,0.052248,0.487629,0.449304,0.882175,10.376990,0.008364,0
124,31.071261,26.303206,6.853549,0.039381,0.618661,0.397302,0.778552,7.263501,0.030609,0
125,42.134818,43.136544,4.524567,0.021467,1.146459,0.250975,0.555083,17.826428,0.034897,1
126,62.800975,83.314586,0.425442,0.041285,0.816348,0.192869,0.089883,9.205430,0.014824,0
127,46.844742,50.256542,2.615682,0.030770,0.439459,0.300914,0.426654,12.178849,0.041969,1
128,21.204272,19.623608,2.180084,0.033100,0.396027,0.197905,0.785106,3.897872,0.110611,1
129,73.431637,81.914072,8.775855,0.051567,1.050743,0.349377,0.510021,30.019575,0.015165,1
130,25.215217,27.130933,2.809491,0.049818,0.921578,0.322664,0.526586,9.635471,0.050964,1
131,27.654818,24.851812,5.090989,0.045837,0.608315,0.378311,0.727152,7.169156,0.040733,1
132,41.365804,57.521660,0.195071,0.029489,0.948085,0.190713,0.062748,4.968818,0.016060,0
133,29.171548,25.442561,4.315753,0.027463,0.324954,0.264038,0.851580,3.849906,0.052728,1
134,30.402416,40.366376,0.055976,0.040980,0.212327,0.314159,0.033945,1.055601,0.017121,0
135,78.942717,61.451161,23.578424,0.058779,0.656998,0.496203,0.821185,16.720692,0.008230,0
136,69.024324,60.778125,13.220186,0.046746,0.339243,0.521750,0.733291,13.211178,0.015666,1
137,53.405774,58.753234,1.870334,0.050780,0.491971,0.224817,0.356477,13.966196,0.044272,1
138,39.420754,39.334246,3.276100,0.029696,0.810655,0.195935,0.593719,13.767133,0.055776,1
139,56.637203,51.089101,10.811531,0.026175,0.913734,0.342456,0.709414,18.549596,0.018480,1
140,51.955366,38.253514,14.267407,0.025377,0.571246,0.175350,0.993535,0.713340,0.002638,0
141,79.397614,73.494218,18.635980,0.030186,1.233824,0.422601,0.683902,31.375933,0.009545,1
142,65.613672,73.287001,4.405876,0.036474,0.760207,0.289547,0.419945,22.361800,0.023598,1
143,75.771749,97.096464,10.209113,0.024972,1.451038,0.442347,0.447904,36.102108,0.009797,0
144,76.300427,63.090011,14.461798,0.049645,0.193095,0.379789,0.899738,5.895414,0.013809,0
145,70.509727,56.255527,17.151250,0.028065,1.213374,0.215462,0.887574,14.834379,0.011413,0
146,29.855948,37.923094,1.489532,0.040923,1.031276,0.293532,0.304413,10.611100,0.039325,0
147,72.632032,70.795283,12.082502,0.037565,1.243239,0.300778,0.649258,30.019936,0.015218,1
148,47.760787,43.508382,8.366430,0.040109,1.146653,0.242885,0.747107,16.351225,0.025738,1
149,73.974474,71.660838,13.555003,0.056259,0.860974,0.399695,0.656054,25.260634,0.013414,1
150,27.013882,36.681678,0.260975,0.033396,0.978791,0.205709,0.107334,4.937502,0.033604,0
151,67.641511,76.708919,9.371613,0.055756,0.846846,0.465439,0.512244,24.821090,0.013763,1
152,29.100493,26.720231,3.227893,0.049758,0.447885,0.163413,0.850538,4.529955,0.073087,1
153,54.193381,66.859517,8.513413,0.033683,1.327472,0.478503,0.490341,24.902427,0.013349,0
154,26.637904,34.429934,0.622350,0.035891,0.278484,0.468918,0.191386,3.831709,0.041352,0
155,28.995046,24.949540,7.634072,0.048801,1.111154,0.406459,0.755379,9.600257,0.025284,0
156,61.636907,66.562134,2.154679,0.033828,0.452519,0.222639,0.368360,15.632374,0.040842,1
157,74.507034,82.581678,10.406618,0.038480,0.661192,0.528913,0.513941,24.154933,0.012442,1
158,29.201084,32.423742,0.862127,0.044458,0.808244,0.157244,0.338831,9.606466,0.088644,1
159,72.327435,97.821611,7.504566,0.047866,0.891186,0.519000,0.388116,26.161017,0.010812,0
160,62.434318,50.370592,15.915189,0.044269,0.906804,0.319652,0.838776,14.538025,0.012867,0
161,64.186654,86.912383,1.184245,0.038034,1.395796,0.195295,0.166463,18.931924,0.016857,0
162,79.090472,101.807522,2.287257,0.056834,0.274528,0.497959,0.218435,12.219794,0.014290,0
163,51.130283,56.953655,2.818025,0.022190,0.658604,0.284079,0.386217,15.875953,0.032458,1
164,68.171207,47.940884,21.821392,0.035927,0.566899,0.364958,0.932242,6.720885,0.006990,0
165,75.191337,70.863489,10.866332,0.049500,0.585734,0.330887,0.682678,20.506559,0.018714,1
166,33.476289,34.035600,2.409704,0.027055,0.297200,0.349347,0.520115,7.271418,0.062494,1
167,45.135527,60.499305,1.769629,0.043224,0.607351,0.402906,0.244340,11.041836,0.022149,0
168,20.785667,24.204414,0.201683,0.058443,0.349250,0.209465,0.157855,2.962475,0.093730,1
169,44.877447,34.095406,15.278209,0.040088,1.495624,0.388154,0.827030,14.042982,0.012011,0
170,24.024589,29.429456,0.196618,0.055922,0.393868,0.232056,0.121147,3.036402,0.057558,0
171,31.441263,22.813302,9.370410,0.042594,0.760894,0.176283,0.991195,0.653944,0.004932,0
172,66.531657,67.682800,7.923698,0.037631,0.834146,0.310305,0.576102,23.799087,0.020772,1
173,53.578420,43.327163,13.083459,0.054471,0.354699,0.528446,0.814211,8.540119,0.015872,0
174,42.398559,37.714420,6.599533,0.036349,1.001599,0.160155,0.850294,9.880550,0.034265,1
175,29.369156,35.277659,1.151038,0.021084,1.022494,0.238789,0.291454,10.189425,0.048383,0
176,33.864488,39.632454,0.594743,0.024164,0.127595,0.469966,0.201972,3.406560,0.049537,1
177,30.712680,35.532183,0.606929,0.023978,0.433456,0.247269,0.226586,6.088498,0.060223,1
178,63.336016,82.272695,6.851926,0.035887,1.262308,0.417234,0.410213,27.666505,0.013095,0
179,32.299058,29.237217,4.966525,0.020520,1.354870,0.184203,0.758467,11.728065,0.045045,1
180,32.473175,23.334332,9.563215,0.043322,0.354010,0.318570,0.972525,1.221959,0.010275,0
181,73.560303,93.584189,1.652253,0.030377,0.578544,0.301877,0.195673,15.458655,0.016358,0
182,55.417697,49.191216,12.086268,0.036376,0.973808,0.370819,0.727567,18.163113,0.016378,1
183,46.167592,41.833657,8.747893,0.050544,1.427835,0.206045,0.792923,15.768212,0.025146,1
184,72.108079,75.079064,11.586454,0.051994,1.352373,0.320085,0.605092,32.285999,0.014344,1
185,21.348158,18.958748,3.803391,0.045339,0.858288,0.253155,0.785032,5.778366,0.058353,1
186,28.361364,36.428788,1.151911,0.041028,1.478163,0.218672,0.280772,11.622822,0.044704,0
187,36.338440,25.904710,12.807869,0.024710,1.380018,0.380607,0.854697,9.743307,0.014048,0
188,36.443313,39.647577,2.911903,0.053190,1.011989,0.232569,0.494755,14.624404,0.046786,1
189,20.659750,16.441441,6.598967,0.054956,1.360026,0.388965,0.814620,6.439453,0.028519,0
190,56.031012,65.305582,1.550774,0.056576,0.345520,0.317508,0.266757,10.824022,0.031427,1
191,42.988312,45.706995,2.092287,0.026651,0.165752,0.445213,0.411644,6.810217,0.049938,1
192,24.967920,28.019162,0.829080,0.035572,0.443489,0.265477,0.317564,5.927048,0.080754,1
193,41.340363,49.746187,1.649804,0.042656,0.515970,0.340420,0.292988,10.213514,0.034024,0
194,59.820270,81.103174,0.287671,0.028598,1.125601,0.162473,0.067737,8.308262,0.012695,0
195,35.735843,39.901018,0.954583,0.039855,0.171996,0.388737,0.287497,5.052462,0.059173,1
196,40.054633,49.653267,0.895056,0.023006,0.249238,0.441276,0.200751,5.610949,0.031799,0
197,49.729479,58.774360,5.187850,0.029856,0.708758,0.477641,0.435696,16.484733,0.019690,0
198,67.964953,80.625976,2.010717,0.043609,0.481003,0.294390,0.263737,15.401819,0.023547,0
199,25.494924,34.217235,0.130935,0.058009,0.291546,0.328402,0.070055,1.849441,0.029718,0
200,31.107976,33.575792,6.526204,0.049289,1.322124,0.472624,0.599154,13.826756,0.022866,1
201,59.527002,70.515305,6.288862,0.029987,1.288874,0.345770,0.445591,26.709457,0.016914,0
202,33.272567,46.294371,3.402109,0.021577,1.421683,0.432230,0.373093,15.019262,0.022078,0
203,75.514899,62.405720,16.457297,0.056620,0.895123,0.163578,0.949173,7.465469,0.008941,0
204,61.845216,56.164381,19.490072,0.058842,1.394155,0.527707,0.725026,24.364675,0.008659,1
205,48.452853,63.154895,6.597949,0.032764,1.282369,0.481566,0.445821,21.687335,0.014959,0
206,22.220458,24.828894,0.298263,0.024823,0.422012,0.180781,0.212668,4.191050,0.111260,1
207,61.777327,57.941725,9.808997,0.022614,1.114673,0.276116,0.674404,23.492424,0.020000,1
208,52.369478,65.645466,3.973359,0.045036,0.546254,0.504391,0.361780,14.505038,0.019196,0
209,56.951791,49.153475,8.162052,0.054804,0.134161,0.158508,0.996449,0.222095,0.003220,0
210,72.482100,77.574402,18.708503,0.051951,1.414695,0.549174,0.631250,32.514627,0.007966,1
211,41.042709,50.771136,2.577481,0.039195,0.662703,0.401002,0.341334,12.260609,0.027389,0
212,72.420627,100.581998,3.281605,0.036711,1.175583,0.318543,0.256737,25.303541,0.012884,0
213,64.254938,55.718284,9.532146,0.034185,0.254664,0.264896,0.884607,6.309198,0.022653,0
214,37.778487,32.622684,6.365392,0.020715,0.158930,0.545089,0.787865,4.366351,0.035315,0
215,45.666388,44.252038,10.913065,0.028730,1.051506,0.529984,0.649959,17.345668,0.014925,1
216,67.180701,51.231176,21.351041,0.055165,0.684613,0.527893,0.822617,14.451924,0.008860,0
217,48.044091,54.260418,0.967898,0.059647,0.333848,0.242669,0.256019,8.932485,0.047767,1
218,76.563906,88.412374,4.084342,0.040508,0.950832,0.242268,0.371487,28.225133,0.020902,1
219,30.591682,26.135708,5.333107,0.051183,0.361014,0.290050,0.863566,4.019802,0.041021,0
220,23.470561,32.351160,3.862491,0.057110,1.337300,0.547963,0.472473,10.802207,0.026760,0
221,30.433715,29.744982,3.961416,0.047841,1.161534,0.211558,0.676565,11.781719,0.051765,1
222,68.949987,59.097613,13.142838,0.041479,0.413345,0.387176,0.791825,12.710235,0.016706,0
223,54.805172,41.873387,15.063149,0.030624,1.328445,0.201806,0.926231,8.829432,0.010965,0
224,73.324885,100.378545,7.366163,0.052381,1.306979,0.412097,0.387545,32.104685,0.011087,0
225,53.051442,40.366351,13.949170,0.034908,0.671834,0.253902,0.936969,5.383191,0.011213,0
226,63.405207,66.392417,3.853721,0.028807,0.213465,0.423304,0.457727,11.621193,0.031991,1
227,24.567852,31.836124,1.434122,0.039223,0.793205,0.386963,0.312282,7.743940,0.041800,0
228,69.480858,65.552858,10.831858,0.042629,1.049223,0.256811,0.699438,24.766358,0.019039,1
229,72.717799,91.493405,9.784770,0.054023,1.021833,0.496918,0.461684,29.189818,0.010871,0
230,62.501779,80.371620,5.693121,0.047206,1.076460,0.397445,0.389580,24.872916,0.014882,0
231,65.162998,52.848728,16.341655,0.054874,1.333219,0.161699,0.945979,8.251868,0.009014,0
232,69.549005,54.958243,16.336928,0.049740,0.569166,0.214304,0.956578,4.832385,0.008190,0
233,69.078021,88.592143,1.609327,0.020255,0.810455,0.264815,0.196113,17.205030,0.016800,0
234,57.015615,79.070984,3.483229,0.030392,0.984539,0.403602,0.294033,19.490147,0.015088,0
235,52.399123,65.283636,0.684292,0.050441,0.249773,0.366507,0.149195,6.083997,0.024205,0
236,77.779520,73.059121,10.965039,0.057281,0.985671,0.191004,0.765073,23.725787,0.020831,1
237,76.233709,90.071653,1.766993,0.032039,0.194972,0.433269,0.228567,10.185495,0.020747,0
238,24.041036,26.625912,0.549860,0.044837,0.584236,0.168297,0.299471,6.384047,0.112338,1
239,72.292208,99.867513,1.573977,0.049986,1.456429,0.202034,0.182792,23.114557,0.015031,0
240,65.495792,46.974292,18.731239,0.032944,0.130973,0.345457,0.997071,0.212221,0.001093,0
241,66.224445,78.032712,8.708936,0.030945,0.724264,0.548850,0.472197,22.429541,0.012866,0
242,45.570878,46.298687,4.471669,0.051792,0.329073,0.427473,0.550727,10.344605,0.035411,1
243,33.246177,25.189522,9.649270,0.046180,1.052699,0.259304,0.912901,5.405738,0.017917,0
244,77.051814,62.083769,19.057427,0.057745,0.705269,0.317891,0.863264,14.172854,0.010648,0
245,58.311557,57.047134,6.513571,0.059359,0.483901,0.313734,0.633518,15.267412,0.029576,1
246,73.645952,63.406825,13.686020,0.021245,0.398347,0.410667,0.770291,14.104007,0.015896,0
247,42.111581,54.957751,0.592137,0.058728,0.762494,0.224210,0.150738,8.601831,0.028372,0
248,72.117390,89.686470,9.925740,0.053791,1.179291,0.454410,0.473475,31.174472,0.011185,0
249,57.573219,45.590587,12.538611,0.056834,0.145537,0.396660,0.952780,2.163970,0.011309,0
250,67.792237,70.305001,5.005541,0.025007,0.264231,0.424226,0.489005,13.896880,0.026976,1
251,45.818354,38.504247,10.502597,0.022568,0.788232,0.382789,0.768530,12.396035,0.019570,0
252,36.139604,45.474152,0.056769,0.038209,0.534507,0.154648,0.036333,2.105104,0.019499,0
253,24.346813,23.731946,2.978987,0.044001,0.771914,0.266665,0.644790,7.965287,0.065280,1
254,61.698913,80.337271,4.077906,0.021585,1.191791,0.342203,0.326017,24.273460,0.015635,0
255,26.295811,22.862406,6.556808,0.025700,1.481328,0.349555,0.736004,10.462659,0.029221,0
256,57.089344,68.034826,2.749178,0.020391,0.883508,0.280585,0.321005,19.214967,0.023782,0
257,51.062699,38.884579,12.711560,0.021328,0.590878,0.181431,0.982729,1.677304,0.006001,0
258,43.815397,34.741273,13.269366,0.047579,0.894557,0.470235,0.799501,11.619305,0.014388,0
259,32.009015,26.158977,6.662113,0.045457,0.246395,0.432590,0.864209,3.463566,0.031715,0
260,21.895169,29.675586,0.094841,0.041652,0.172760,0.433624,0.059737,1.080362,0.030083,0
261,72.258147,86.699722,11.217481,0.033578,1.222419,0.475930,0.497942,31.871405,0.010492,0
262,24.806891,32.903157,1.085063,0.052692,0.866629,0.330927,0.269421,7.627540,0.043219,0
263,58.614662,62.628703,3.304007,0.023265,1.124225,0.174141,0.450353,24.601558,0.036576,1
264,34.826194,28.267770,11.935107,0.028769,1.320497,0.540346,0.760425,12.429055,0.014362,0
265,40.213748,33.276174,10.881178,0.046348,1.205578,0.349278,0.797079,12.469363,0.018312,0
266,53.321813,64.169669,4.236161,0.059853,0.419837,0.539917,0.388743,13.243830,0.020549,0
267,59.019541,49.557512,11.144894,0.022888,1.052320,0.162261,0.899320,10.677993,0.017953,0
268,35.460973,36.306224,7.766192,0.049087,1.315582,0.447083,0.631713,15.333702,0.020732,1
269,45.529600,42.895917,4.944396,0.059506,0.619454,0.166044,0.789115,10.353010,0.048557,1
270,72.021890,79.589430,6.414968,0.049010,0.714062,0.344668,0.469210,24.207300,0.018962,1
271,72.405394,96.334748,3.051036,0.031073,0.690409,0.386940,0.254415,19.295482,0.013777,0
272,74.741801,63.340950,20.063407,0.045262,0.972153,0.443245,0.757383,23.044838,0.009573,0
273,27.894061,33.502928,1.673002,0.027187,1.372646,0.245017,0.357659,12.198754,0.046616,0
274,78.283706,64.715876,18.949054,0.039691,1.296139,0.248892,0.840116,21.674731,0.010963,0
275,72.244994,73.091249,10.579796,0.034369,0.820744,0.387180,0.588077,25.471925,0.015358,1
276,29.811432,29.029093,6.738257,0.030325,1.457177,0.412695,0.652165,13.299096,0.024884,1
277,39.511404,49.050689,0.495265,0.058793,0.283223,0.331516,0.148428,4.868369,0.033213,0
278,34.163028,25.671729,8.910060,0.040791,0.337661,0.284801,0.970797,1.320881,0.011769,0
279,69.733002,69.846058,8.609593,0.044686,0.448200,0.432711,0.582538,18.224451,0.019324,1
280,30.022514,24.538405,5.868139,0.049456,0.151340,0.415522,0.915426,1.810592,0.031943,0
281,48.477853,62.580996,7.030684,0.043414,1.227938,0.497309,0.463709,21.342228,0.014871,0
282,32.350473,25.179788,7.980308,0.022283,0.477649,0.362468,0.878607,4.509009,0.024885,0
283,76.196342,55.435923,22.301853,0.038088,0.270954,0.523550,0.910090,6.436037,0.007814,0
